KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult40989,KeyPatient94827,Name94827,FistName94827,NS40990,2023-10-25T00:00:00.000+02:00,Pathology48,KeyChambre93,C093,2023-10-26T00:00:00.000+02:00
KeyConsult40990,KeyPatient96333,Name96333,FistName96333,NS40991,2023-10-25T00:00:00.000+02:00,Pathology70,KeyChambre8,C008,2023-10-27T00:00:00.000+02:00
KeyConsult40991,KeyPatient69946,Name69946,FistName69946,NS40992,2023-10-25T00:00:00.000+02:00,Pathology92,KeyChambre36,C036,2023-11-07T00:00:00.000+01:00
KeyConsult40992,KeyPatient29571,Name29571,FistName29571,NS40993,2023-10-25T00:00:00.000+02:00,Pathology17,KeyChambre14,C014,2023-10-27T00:00:00.000+02:00
KeyConsult40993,KeyPatient47221,Name47221,FistName47221,NS40994,2023-10-25T00:00:00.000+02:00,Pathology55,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult40994,KeyPatient33067,Name33067,FistName33067,NS40995,2023-10-25T00:00:00.000+02:00,Pathology67,KeyChambre98,C098,2023-10-27T00:00:00.000+02:00
KeyConsult40995,KeyPatient24909,Name24909,FistName24909,NS40996,2023-10-25T00:00:00.000+02:00,Pathology70,KeyChambre28,C028,2023-10-27T00:00:00.000+02:00
KeyConsult40996,KeyPatient3113,Name3113,FistName3113,NS40997,2023-10-25T00:00:00.000+02:00,Pathology66,KeyChambre96,C096,2023-10-27T00:00:00.000+02:00
KeyConsult40997,KeyPatient96552,Name96552,FistName96552,NULL,2023-10-25T00:00:00.000+02:00,Pathology73,KeyChambre84,C084,2023-10-30T00:00:00.000+01:00
KeyConsult40998,KeyPatient16695,Name16695,FistName16695,NS40999,2023-10-25T00:00:00.000+02:00,Pathology83,KeyChambre42,C042,2023-11-07T00:00:00.000+01:00
KeyConsult40999,KeyPatient42257,Name42257,FistName42257,NS41000,2023-10-25T00:00:00.000+02:00,Pathology29,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41000,KeyPatient15250,Name15250,FistName15250,NS41001,2023-10-25T00:00:00.000+02:00,Pathology10,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41001,KeyPatient15104,Name15104,FistName15104,NULL,2023-10-25T00:00:00.000+02:00,Pathology20,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41002,KeyPatient83400,Name83400,FistName83400,NS41003,2023-10-25T00:00:00.000+02:00,Pathology29,KeyChambre46,C046,2023-10-27T00:00:00.000+02:00
KeyConsult41003,KeyPatient51155,Name51155,FistName51155,NS41004,2023-10-25T00:00:00.000+02:00,Pathology3,KeyChambre10,C010,2023-10-26T00:00:00.000+02:00
KeyConsult41004,KeyPatient47286,Name47286,FistName47286,NS41005,2023-10-25T00:00:00.000+02:00,Pathology73,KeyChambre74,C074,2023-10-31T00:00:00.000+01:00
KeyConsult41005,KeyPatient12907,Name12907,FistName12907,NS41006,2023-10-25T00:00:00.000+02:00,Pathology55,KeyChambre36,C036,2023-10-26T00:00:00.000+02:00
KeyConsult41006,KeyPatient70162,Name70162,FistName70162,NS41007,2023-10-25T00:00:00.000+02:00,Pathology16,KeyChambre83,C083,2023-10-26T00:00:00.000+02:00
KeyConsult41007,KeyPatient71676,Name71676,FistName71676,NS41008,2023-10-25T00:00:00.000+02:00,Pathology47,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41008,KeyPatient50911,Name50911,FistName50911,NS41009,2023-10-25T00:00:00.000+02:00,Pathology17,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41009,KeyPatient42386,Name42386,FistName42386,NS41010,2023-10-25T00:00:00.000+02:00,Pathology2,KeyChambre43,C043,2023-10-28T00:00:00.000+02:00
KeyConsult41010,KeyPatient77671,Name77671,FistName77671,NS41011,2023-10-25T00:00:00.000+02:00,Pathology70,KeyChambre46,C046,2023-10-27T00:00:00.000+02:00
KeyConsult41011,KeyPatient97582,Name97582,FistName97582,NS41012,2023-10-25T00:00:00.000+02:00,Pathology48,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41012,KeyPatient13775,Name13775,FistName13775,NS41013,2023-10-25T00:00:00.000+02:00,Pathology24,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41013,KeyPatient97586,Name97586,FistName97586,NS41014,2023-10-25T00:00:00.000+02:00,Pathology76,KeyChambre34,C034,2023-10-31T00:00:00.000+01:00
KeyConsult41014,KeyPatient88597,Name88597,FistName88597,NS41015,2023-10-25T00:00:00.000+02:00,Pathology58,KeyChambre95,C095,2023-10-28T00:00:00.000+02:00
KeyConsult41015,KeyPatient85523,Name85523,FistName85523,NS41016,2023-10-25T00:00:00.000+02:00,Pathology98,KeyChambre18,C018,2023-11-12T00:00:00.000+01:00
KeyConsult41016,KeyPatient97714,Name97714,FistName97714,NS41017,2023-10-25T00:00:00.000+02:00,Pathology95,KeyChambre3,C003,2023-11-10T00:00:00.000+01:00
KeyConsult41017,KeyPatient75931,Name75931,FistName75931,NS41018,2023-10-25T00:00:00.000+02:00,Pathology80,KeyChambre36,C036,2023-10-31T00:00:00.000+01:00
KeyConsult41018,KeyPatient444,Name444,FistName444,NS41019,2023-10-25T00:00:00.000+02:00,Pathology9,KeyChambre90,C090,2023-10-28T00:00:00.000+02:00
KeyConsult41019,KeyPatient32621,Name32621,FistName32621,NS41020,2023-10-25T00:00:00.000+02:00,Pathology25,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41020,KeyPatient3003,Name3003,FistName3003,NS41021,2023-10-25T00:00:00.000+02:00,Pathology76,KeyChambre22,C022,2023-10-28T00:00:00.000+02:00
KeyConsult41021,KeyPatient47015,Name47015,FistName47015,NS41022,2023-10-25T00:00:00.000+02:00,Pathology86,KeyChambre88,C088,2023-11-05T00:00:00.000+01:00
KeyConsult41022,KeyPatient50743,Name50743,FistName50743,NS41023,2023-10-25T00:00:00.000+02:00,Pathology13,KeyChambre77,C077,2023-10-29T00:00:00.000+02:00
KeyConsult41023,KeyPatient69548,Name69548,FistName69548,NS41024,2023-10-25T00:00:00.000+02:00,Pathology70,KeyChambre79,C079,2023-10-27T00:00:00.000+02:00
KeyConsult41024,KeyPatient4519,Name4519,FistName4519,NS41025,2023-10-25T00:00:00.000+02:00,Pathology28,KeyChambre91,C091,2023-10-26T00:00:00.000+02:00
KeyConsult41025,KeyPatient80336,Name80336,FistName80336,NS41026,2023-10-25T00:00:00.000+02:00,Pathology88,KeyChambre68,C068,2023-11-02T00:00:00.000+01:00
KeyConsult41026,KeyPatient30301,Name30301,FistName30301,NS41027,2023-10-25T00:00:00.000+02:00,Pathology8,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41027,KeyPatient72687,Name72687,FistName72687,NS41028,2023-10-25T00:00:00.000+02:00,Pathology53,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41028,KeyPatient15717,Name15717,FistName15717,NS41029,2023-10-25T00:00:00.000+02:00,Pathology23,KeyChambre59,C059,2023-10-27T00:00:00.000+02:00
KeyConsult41029,KeyPatient24658,Name24658,FistName24658,NS41030,2023-10-25T00:00:00.000+02:00,Pathology8,KeyChambre59,C059,2023-10-28T00:00:00.000+02:00
KeyConsult41030,KeyPatient87847,Name87847,FistName87847,NS41031,2023-10-25T00:00:00.000+02:00,Pathology92,KeyChambre37,C037,2023-11-05T00:00:00.000+01:00
KeyConsult41031,KeyPatient22891,Name22891,FistName22891,NS41032,2023-10-25T00:00:00.000+02:00,Pathology81,KeyChambre17,C017,2023-11-16T00:00:00.000+01:00
KeyConsult41032,KeyPatient32201,Name32201,FistName32201,NS41033,2023-10-25T00:00:00.000+02:00,Pathology44,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41033,KeyPatient57138,Name57138,FistName57138,NS41034,2023-10-25T00:00:00.000+02:00,Pathology27,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41034,KeyPatient85192,Name85192,FistName85192,NS41035,2023-10-25T00:00:00.000+02:00,Pathology36,KeyChambre37,C037,2023-10-28T00:00:00.000+02:00
KeyConsult41035,KeyPatient59060,Name59060,FistName59060,NS41036,2023-10-25T00:00:00.000+02:00,Pathology80,KeyChambre16,C016,2023-11-01T00:00:00.000+01:00
KeyConsult41036,KeyPatient76781,Name76781,FistName76781,NS41037,2023-10-25T00:00:00.000+02:00,Pathology47,KeyChambre77,C077,2023-10-27T00:00:00.000+02:00
KeyConsult41037,KeyPatient19572,Name19572,FistName19572,NS41038,2023-10-25T00:00:00.000+02:00,Pathology14,KeyChambre62,C062,2023-10-26T00:00:00.000+02:00
KeyConsult41038,KeyPatient5307,Name5307,FistName5307,NS41039,2023-10-25T00:00:00.000+02:00,Pathology39,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41039,KeyPatient72070,Name72070,FistName72070,NS41040,2023-10-25T00:00:00.000+02:00,Pathology5,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41040,KeyPatient81847,Name81847,FistName81847,NS41041,2023-10-25T00:00:00.000+02:00,Pathology40,KeyChambre94,C094,2023-10-26T00:00:00.000+02:00
KeyConsult41041,KeyPatient45663,Name45663,FistName45663,NS41042,2023-10-25T00:00:00.000+02:00,Pathology28,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41042,KeyPatient89627,Name89627,FistName89627,NS41043,2023-10-25T00:00:00.000+02:00,Pathology42,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41043,KeyPatient59919,Name59919,FistName59919,NS41044,2023-10-25T00:00:00.000+02:00,Pathology24,KeyChambre83,C083,2023-10-26T00:00:00.000+02:00
KeyConsult41044,KeyPatient72352,Name72352,FistName72352,NS41045,2023-10-25T00:00:00.000+02:00,Pathology77,KeyChambre46,C046,2023-10-30T00:00:00.000+01:00
KeyConsult41045,KeyPatient92424,Name92424,FistName92424,NS41046,2023-10-25T00:00:00.000+02:00,Pathology66,KeyChambre48,C048,2023-10-29T00:00:00.000+02:00
KeyConsult41046,KeyPatient3555,Name3555,FistName3555,NS41047,2023-10-25T00:00:00.000+02:00,Pathology17,KeyChambre72,C072,2023-10-29T00:00:00.000+02:00
KeyConsult41047,KeyPatient36315,Name36315,FistName36315,NS41048,2023-10-25T00:00:00.000+02:00,Pathology72,KeyChambre45,C045,2023-11-02T00:00:00.000+01:00
KeyConsult41048,KeyPatient58751,Name58751,FistName58751,NS41049,2023-10-25T00:00:00.000+02:00,Pathology43,KeyChambre89,C089,2023-10-26T00:00:00.000+02:00
KeyConsult41049,KeyPatient43015,Name43015,FistName43015,NS41050,2023-10-25T00:00:00.000+02:00,Pathology87,KeyChambre87,C087,2023-11-04T00:00:00.000+01:00
KeyConsult41050,KeyPatient70761,Name70761,FistName70761,NS41051,2023-10-25T00:00:00.000+02:00,Pathology22,NULL,NULL,2023-10-25T00:00:00.000+02:00
KeyConsult41051,KeyPatient72614,Name72614,FistName72614,NS41052,2023-10-25T00:00:00.000+02:00,Pathology29,KeyChambre16,C016,2023-10-26T00:00:00.000+02:00
KeyConsult41052,KeyPatient70108,Name70108,FistName70108,NS41053,2023-10-25T00:00:00.000+02:00,Pathology98,KeyChambre70,C070,2023-11-08T00:00:00.000+01:00
KeyConsult41053,KeyPatient51884,Name51884,FistName51884,NS41054,2023-10-25T00:00:00.000+02:00,Pathology40,KeyChambre72,C072,2023-10-26T00:00:00.000+02:00
KeyConsult41054,KeyPatient98781,Name98781,FistName98781,NS41055,2023-10-25T00:00:00.000+02:00,Pathology75,KeyChambre32,C032,2023-11-02T00:00:00.000+01:00
KeyConsult41055,KeyPatient94752,Name94752,FistName94752,NS41056,2023-10-26T00:00:00.000+02:00,Pathology18,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41056,KeyPatient65230,Name65230,FistName65230,NS41057,2023-10-26T00:00:00.000+02:00,Pathology39,KeyChambre33,C033,2023-10-27T00:00:00.000+02:00
KeyConsult41057,KeyPatient3357,Name3357,FistName3357,NS41058,2023-10-26T00:00:00.000+02:00,Pathology70,KeyChambre24,C024,2023-10-30T00:00:00.000+01:00
KeyConsult41058,KeyPatient47348,Name47348,FistName47348,NS41059,2023-10-26T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41059,KeyPatient41270,Name41270,FistName41270,NS41060,2023-10-26T00:00:00.000+02:00,Pathology30,KeyChambre101,C101,2023-10-28T00:00:00.000+02:00
KeyConsult41060,KeyPatient17236,Name17236,FistName17236,NS41061,2023-10-26T00:00:00.000+02:00,Pathology1,KeyChambre101,C101,2023-10-27T00:00:00.000+02:00
KeyConsult41061,KeyPatient6850,Name6850,FistName6850,NS41062,2023-10-26T00:00:00.000+02:00,Pathology33,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41062,KeyPatient1486,Name1486,FistName1486,NS41063,2023-10-26T00:00:00.000+02:00,Pathology50,KeyChambre16,C016,2023-10-27T00:00:00.000+02:00
KeyConsult41063,KeyPatient92119,Name92119,FistName92119,NS41064,2023-10-26T00:00:00.000+02:00,Pathology33,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41064,KeyPatient7087,Name7087,FistName7087,NS41065,2023-10-26T00:00:00.000+02:00,Pathology20,KeyChambre65,C065,2023-10-27T00:00:00.000+02:00
KeyConsult41065,KeyPatient70431,Name70431,FistName70431,NS41066,2023-10-26T00:00:00.000+02:00,Pathology54,KeyChambre48,C048,2023-10-28T00:00:00.000+02:00
KeyConsult41066,KeyPatient62235,Name62235,FistName62235,NS41067,2023-10-26T00:00:00.000+02:00,Pathology39,KeyChambre7,C007,2023-10-27T00:00:00.000+02:00
KeyConsult41067,KeyPatient63761,Name63761,FistName63761,NS41068,2023-10-26T00:00:00.000+02:00,Pathology64,KeyChambre93,C093,2023-10-30T00:00:00.000+01:00
KeyConsult41068,KeyPatient43502,Name43502,FistName43502,NS41069,2023-10-26T00:00:00.000+02:00,Pathology81,KeyChambre87,C087,2023-11-04T00:00:00.000+01:00
KeyConsult41069,KeyPatient60056,Name60056,FistName60056,NS41070,2023-10-26T00:00:00.000+02:00,Pathology20,KeyChambre3,C003,2023-10-29T00:00:00.000+02:00
KeyConsult41070,KeyPatient34144,Name34144,FistName34144,NS41071,2023-10-26T00:00:00.000+02:00,Pathology89,KeyChambre35,C035,2023-11-07T00:00:00.000+01:00
KeyConsult41071,KeyPatient74557,Name74557,FistName74557,NS41072,2023-10-26T00:00:00.000+02:00,Pathology44,KeyChambre35,C035,2023-10-28T00:00:00.000+02:00
KeyConsult41072,KeyPatient69418,Name69418,FistName69418,NS41073,2023-10-26T00:00:00.000+02:00,Pathology52,KeyChambre46,C046,2023-10-27T00:00:00.000+02:00
KeyConsult41073,KeyPatient55354,Name55354,FistName55354,NS41074,2023-10-26T00:00:00.000+02:00,Pathology74,KeyChambre71,C071,2023-10-30T00:00:00.000+01:00
KeyConsult41074,KeyPatient99923,Name99923,FistName99923,NS41075,2023-10-26T00:00:00.000+02:00,Pathology62,KeyChambre61,C061,2023-10-28T00:00:00.000+02:00
KeyConsult41075,KeyPatient49137,Name49137,FistName49137,NS41076,2023-10-26T00:00:00.000+02:00,Pathology57,KeyChambre77,C077,2023-10-27T00:00:00.000+02:00
KeyConsult41076,KeyPatient76040,Name76040,FistName76040,NS41077,2023-10-26T00:00:00.000+02:00,Pathology21,KeyChambre30,C030,2023-10-27T00:00:00.000+02:00
KeyConsult41077,KeyPatient39861,Name39861,FistName39861,NS41078,2023-10-26T00:00:00.000+02:00,Pathology58,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41078,KeyPatient46720,Name46720,FistName46720,NS41079,2023-10-26T00:00:00.000+02:00,Pathology46,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41079,KeyPatient28580,Name28580,FistName28580,NS41080,2023-10-26T00:00:00.000+02:00,Pathology58,KeyChambre59,C059,2023-10-27T00:00:00.000+02:00
KeyConsult41080,KeyPatient11340,Name11340,FistName11340,NS41081,2023-10-26T00:00:00.000+02:00,Pathology96,KeyChambre75,C075,2023-11-12T00:00:00.000+01:00
KeyConsult41081,KeyPatient44021,Name44021,FistName44021,NS41082,2023-10-26T00:00:00.000+02:00,Pathology43,KeyChambre104,C104,2023-10-27T00:00:00.000+02:00
KeyConsult41082,KeyPatient83808,Name83808,FistName83808,NS41083,2023-10-26T00:00:00.000+02:00,Pathology82,KeyChambre33,C033,2023-11-02T00:00:00.000+01:00
KeyConsult41083,KeyPatient50004,Name50004,FistName50004,NS41084,2023-10-26T00:00:00.000+02:00,Pathology3,KeyChambre49,C049,2023-10-27T00:00:00.000+02:00
KeyConsult41084,KeyPatient15580,Name15580,FistName15580,NS41085,2023-10-26T00:00:00.000+02:00,Pathology68,KeyChambre22,C022,2023-10-31T00:00:00.000+01:00
KeyConsult41085,KeyPatient58246,Name58246,FistName58246,NS41086,2023-10-26T00:00:00.000+02:00,Pathology15,KeyChambre89,C089,2023-10-27T00:00:00.000+02:00
KeyConsult41086,KeyPatient37168,Name37168,FistName37168,NS41087,2023-10-26T00:00:00.000+02:00,Pathology88,KeyChambre49,C049,2023-11-05T00:00:00.000+01:00
KeyConsult41087,KeyPatient82523,Name82523,FistName82523,NS41088,2023-10-26T00:00:00.000+02:00,Pathology42,KeyChambre62,C062,2023-10-27T00:00:00.000+02:00
KeyConsult41088,KeyPatient84246,Name84246,FistName84246,NS41089,2023-10-26T00:00:00.000+02:00,Pathology31,KeyChambre35,C035,2023-10-27T00:00:00.000+02:00
KeyConsult41089,KeyPatient68594,Name68594,FistName68594,NS41090,2023-10-26T00:00:00.000+02:00,Pathology70,KeyChambre71,C071,2023-10-30T00:00:00.000+01:00
KeyConsult41090,KeyPatient68683,Name68683,FistName68683,NS41091,2023-10-26T00:00:00.000+02:00,Pathology58,KeyChambre77,C077,2023-10-28T00:00:00.000+02:00
KeyConsult41091,KeyPatient38226,Name38226,FistName38226,NS41092,2023-10-26T00:00:00.000+02:00,Pathology65,KeyChambre86,C086,2023-10-29T00:00:00.000+02:00
KeyConsult41092,KeyPatient40212,Name40212,FistName40212,NS41093,2023-10-26T00:00:00.000+02:00,Pathology12,KeyChambre21,C021,2023-10-27T00:00:00.000+02:00
KeyConsult41093,KeyPatient6808,Name6808,FistName6808,NS41094,2023-10-26T00:00:00.000+02:00,Pathology72,KeyChambre66,C066,2023-11-02T00:00:00.000+01:00
KeyConsult41094,KeyPatient15734,Name15734,FistName15734,NS41095,2023-10-26T00:00:00.000+02:00,Pathology68,KeyChambre74,C074,2023-10-27T00:00:00.000+02:00
KeyConsult41095,KeyPatient30847,Name30847,FistName30847,NS41096,2023-10-26T00:00:00.000+02:00,Pathology42,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41096,KeyPatient66208,Name66208,FistName66208,NS41097,2023-10-26T00:00:00.000+02:00,Pathology46,KeyChambre10,C010,2023-10-27T00:00:00.000+02:00
KeyConsult41097,KeyPatient77459,Name77459,FistName77459,NS41098,2023-10-26T00:00:00.000+02:00,Pathology81,KeyChambre91,C091,2023-11-06T00:00:00.000+01:00
KeyConsult41098,KeyPatient26558,Name26558,FistName26558,NS41099,2023-10-26T00:00:00.000+02:00,Pathology21,KeyChambre7,C007,2023-10-30T00:00:00.000+01:00
KeyConsult41099,KeyPatient32601,Name32601,FistName32601,NS41100,2023-10-26T00:00:00.000+02:00,Pathology96,KeyChambre45,C045,2023-11-15T00:00:00.000+01:00
KeyConsult41100,KeyPatient72590,Name72590,FistName72590,NS41101,2023-10-26T00:00:00.000+02:00,Pathology6,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41101,KeyPatient54281,Name54281,FistName54281,NS41102,2023-10-26T00:00:00.000+02:00,Pathology59,KeyChambre16,C016,2023-10-27T00:00:00.000+02:00
KeyConsult41102,KeyPatient83561,Name83561,FistName83561,NS41103,2023-10-26T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41103,KeyPatient97832,Name97832,FistName97832,NS41104,2023-10-26T00:00:00.000+02:00,Pathology69,KeyChambre102,C102,2023-10-29T00:00:00.000+02:00
KeyConsult41104,KeyPatient41635,Name41635,FistName41635,NS41105,2023-10-26T00:00:00.000+02:00,Pathology86,KeyChambre90,C090,2023-11-04T00:00:00.000+01:00
KeyConsult41105,KeyPatient75024,Name75024,FistName75024,NS41106,2023-10-26T00:00:00.000+02:00,Pathology71,KeyChambre25,C025,2023-11-04T00:00:00.000+01:00
KeyConsult41106,KeyPatient74580,Name74580,FistName74580,NS41107,2023-10-26T00:00:00.000+02:00,Pathology93,KeyChambre16,C016,2023-11-08T00:00:00.000+01:00
KeyConsult41107,KeyPatient23089,Name23089,FistName23089,NS41108,2023-10-26T00:00:00.000+02:00,Pathology53,KeyChambre97,C097,2023-10-28T00:00:00.000+02:00
KeyConsult41108,KeyPatient7326,Name7326,FistName7326,NS41109,2023-10-26T00:00:00.000+02:00,Pathology64,KeyChambre7,C007,2023-10-29T00:00:00.000+02:00
KeyConsult41109,KeyPatient63005,Name63005,FistName63005,NS41110,2023-10-26T00:00:00.000+02:00,Pathology49,KeyChambre33,C033,2023-10-27T00:00:00.000+02:00
KeyConsult41110,KeyPatient33210,Name33210,FistName33210,NS41111,2023-10-26T00:00:00.000+02:00,Pathology31,KeyChambre2,C002,2023-10-27T00:00:00.000+02:00
KeyConsult41111,KeyPatient62317,Name62317,FistName62317,NS41112,2023-10-26T00:00:00.000+02:00,Pathology31,KeyChambre3,C003,2023-10-27T00:00:00.000+02:00
KeyConsult41112,KeyPatient43725,Name43725,FistName43725,NS41113,2023-10-26T00:00:00.000+02:00,Pathology54,KeyChambre58,C058,2023-10-27T00:00:00.000+02:00
KeyConsult41113,KeyPatient71309,Name71309,FistName71309,NS41114,2023-10-26T00:00:00.000+02:00,Pathology6,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41114,KeyPatient18364,Name18364,FistName18364,NS41115,2023-10-26T00:00:00.000+02:00,Pathology48,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult41115,KeyPatient6823,Name6823,FistName6823,NS41116,2023-10-26T00:00:00.000+02:00,Pathology9,KeyChambre75,C075,2023-10-28T00:00:00.000+02:00
KeyConsult41116,KeyPatient87929,Name87929,FistName87929,NS41117,2023-10-26T00:00:00.000+02:00,Pathology69,KeyChambre68,C068,2023-10-28T00:00:00.000+02:00
